Words,Similarity
birthstone,1.0
topaz,0.57368684
sapphire,0.516334
bracelet,0.50456846
pendant,0.50226736
jade,0.499517
locket,0.49263042
earring,0.48736313
emerald,0.46373066
barrette,0.45959786
watchband,0.45728213
candleholder,0.45276853
winterberry,0.44935054
silver,0.43856928
gold,0.43326277
sunray,0.42650217
highlighter,0.42295098
geode,0.42227805
dreamcatcher,0.42172343
flower,0.42160898
petal,0.41690558
daisy,0.41469502
quartz,0.4142335
rings,0.41313508
daffodil,0.41222322
beads,0.40922847
bride,0.40870067
embroidery,0.40730464
gift,0.4054023
seashell,0.40501177
solitaire,0.40487245
wedding,0.40475908
glitter,0.4021877
anklet,0.40174463
pinecone,0.401141
vase,0.4004093
chronograph,0.39908978
electroplate,0.39718747
tiara,0.3955927
fern,0.39395243
snowflake,0.39309844
obsidian,0.39252874
marigold,0.39251065
medallion,0.3915574
sweetie,0.39145702
enamel,0.390914
mitten,0.3900439
godchild,0.38992634
gingersnap,0.3892068
flowers,0.38855913
trinket,0.38691822
timepiece,0.38642383
dogwood,0.38631096
firstborn,0.38554573
ladybug,0.38553923
washstand,0.385069
engraving,0.3847539
mantel,0.38275427
inlay,0.38069126
earlobe,0.38049108
tassel,0.3798888
shamrock,0.37805298
birdhouse,0.37703633
birth,0.3764271
hairstyle,0.37506905
monogram,0.37416124
grandmother,0.37366235
amaretto,0.37338606
camisole,0.37027144
birthmark,0.37021586
quilter,0.36885822
constellation,0.3678111
grandmom,0.36747703
nightlight,0.3668489
stamen,0.36645156
sculptress,0.36584923
slipcover,0.36582425
fairy,0.36479193
almond,0.3644708
playmat,0.36442316
scrapbook,0.3642343
caramel,0.363699
grandmamma,0.36297843
grapefruit,0.36273673
shortbread,0.362469
ring,0.3619389
rosebush,0.3615042
denim,0.3603401
tablecloth,0.35966867
coin,0.35933608
headstone,0.3593359
holly,0.35811794
inkpad,0.35761532
hickey,0.35751817
tupperware,0.35732543
chiffon,0.35698125
binky,0.35667711
mother,0.35596302
tableware,0.35385987
bloomer,0.3535043
daughter,0.35311306
gown,0.35279444
shawl,0.3518851
giver,0.35132188
doodad,0.35122803
bayberry,0.35110396
angelfish,0.351028
cornhusk,0.35101378
azalea,0.3509542
urn,0.35071713
pottery,0.3503852
dress,0.35021874
pageboy,0.34972137
goblet,0.3497196
gravestone,0.34940234
whalebone,0.3486545
granddaughter,0.348603
fiancee,0.34843424
mermaid,0.34765762
handprint,0.34737113
wineglass,0.34696648
mom,0.34656593
decorations,0.34633008
neckline,0.34588066
grandma,0.34577042
date,0.3455932
rainbow,0.34497076
lampshade,0.34485328
cobalt,0.34431428
eyedropper,0.34367308
duelist,0.34336632
eyeliner,0.3433258
roses,0.342973
aunt,0.342895
seahorse,0.3425253
houseplant,0.34095165
dating,0.34064212
pedicurist,0.34035927
avocado,0.3402657
playmate,0.3398361
handbag,0.33983305
gumdrop,0.3385345
pompom,0.33770025
cookie,0.3373797
rosary,0.33710197
nebula,0.3370037
bloomers,0.33700335
chrome,0.33614662
licorice,0.33614618
gingerroot,0.33551866
snakeskin,0.3349658
cactus,0.33473507
negligee,0.33470738
sharpener,0.3337269
gimlet,0.33327556
chapstick,0.33223724
ipad,0.33220854
ballpoint,0.33197698
sassafras,0.33164594
pineapple,0.33138728
tinsel,0.33138502
hearth,0.3313362
shakira,0.33085197
crayon,0.3303768
clover,0.33011624
stoneware,0.33005443
faceplate,0.32966372
boysenberry,0.3294292
baby,0.32936326
poetess,0.3293025
walnut,0.32928506
manicotti,0.32907006
sweetheart,0.32898918
sandalwood,0.32896248
silk,0.32871714
armoire,0.32849833
satinwood,0.32796964
stylus,0.327812
moccasin,0.3273909
leggings,0.3273706
infuser,0.3261449
pleat,0.32604367
dishtowel,0.3257723
manicurist,0.3257711
stockings,0.32571912
dolls,0.32444432
doll,0.32422072
rolex,0.32371747
clasp,0.3236138
shrub,0.3233331
lyre,0.32302475
candle,0.32300675
apple,0.32270914
knitting,0.32241195
astrologer,0.32203263
palette,0.32182878
neckerchief,0.32181022
eggshell,0.3216825
wallpaper,0.32147858
spa,0.32140446
swimsuit,0.32134607
awl,0.3213287
lemon,0.32111382
ceramics,0.32099983
spyglass,0.32068944
ringtail,0.3205219
daybook,0.3204068
copper,0.32032493
calender,0.3199736
sherbet,0.31983644
asparagus,0.31916642
tombstone,0.31906414
beeswax,0.3189407
antiques,0.3188986
perfume,0.31889033
sweater,0.3187417
fruitcake,0.3181139
undergarment,0.31795081
keypad,0.31770056
crafter,0.31751713
thumbnail,0.31739512
cupcake,0.31723136
pebble,0.31699345
herbs,0.31694406
sewing,0.31688985
chevron,0.31678522
stone,0.31652257
nugget,0.3162394
bulb,0.31590286
bra,0.31578684
bikini,0.315779
lobe,0.315461
thumbtack,0.31472257
mayflower,0.31405374
sportswoman,0.31355
kale,0.31344923
flake,0.31329012
queen,0.31324205
poem,0.31323183
paintbrush,0.3132317
artwork,0.3132271
frankincense,0.31299305
karam,0.3127145
tooth,0.31255704
salad,0.31232962
mistletoe,0.3119776
supernova,0.31194946
candy,0.3116541
hair,0.31133625
tortellini,0.31122822
gourd,0.31075588
groomsman,0.31043562
beachwear,0.31036288
anniversary,0.3102538
clef,0.31023473
