Words,Similarity
polyethylene,1.0
polyester,0.6929571
plastics,0.63567495
plastic,0.6161581
pvc,0.5823216
latex,0.5712556
steel,0.53183264
rubber,0.5081985
acetylene,0.49538827
methanol,0.4786272
asphalt,0.47399402
filament,0.4703443
cement,0.46947786
thickener,0.46627435
adhesion,0.4654657
magnesium,0.4542948
starch,0.4494082
sailcloth,0.44473648
cheesecloth,0.4425194
encasement,0.4410561
fertilizer,0.4406972
cotton,0.4398965
glycerol,0.43925148
silk,0.43801802
sulfur,0.43563366
coil,0.43169537
bubblewrap,0.42999232
hydroxide,0.42824328
metal,0.42562264
detergent,0.4247836
cardboard,0.4206795
matting,0.41881466
joist,0.41817033
gelatin,0.41730335
sidewall,0.41581428
keratin,0.41032913
mulch,0.40903744
cork,0.4085198
petroleum,0.40834305
honeycomb,0.40781617
nitrogen,0.40764004
infuser,0.40467945
webbing,0.40454808
ammonium,0.40351442
ejector,0.40021798
pantyhose,0.3998622
gripper,0.39960465
chlorine,0.3989429
condensates,0.3982762
ammonia,0.39797896
superconductor,0.39768884
zipper,0.39601523
crystalloid,0.39497703
denim,0.393051
seaweed,0.3928007
tube,0.39211345
ceramics,0.39062217
binder,0.39054346
pipe,0.3904832
limestone,0.38893604
compressor,0.38872215
copper,0.38853702
garment,0.3885099
gauze,0.3878412
container,0.3874621
sulfite,0.38693637
sachet,0.3860697
wood,0.3844816
helium,0.3843546
connector,0.384291
compost,0.38334796
newsprint,0.38045716
wax,0.38009098
goatskin,0.37996715
gel,0.3797831
abrasion,0.37795398
pegboard,0.37724316
casing,0.37699383
bale,0.37517226
beeswax,0.37397632
deformation,0.373771
inks,0.37326416
electroplate,0.37312472
fireproofing,0.37192827
preservative,0.37168413
margarine,0.3711459
electrode,0.370812
cornhusk,0.37073264
capacitor,0.3704307
gasses,0.36998224
oil,0.36871403
shingles,0.36767012
hemp,0.36674857
freon,0.36581427
sharkskin,0.36549932
gingerroot,0.36489022
valve,0.36475432
repellant,0.36364105
ethyl,0.3635691
scrubber,0.36278304
cedar,0.36131874
hose,0.3609183
watchband,0.36037508
bulb,0.35970962
sunflower,0.3594889
antiseptics,0.3592202
drywall,0.35906604
silkworm,0.35862398
bran,0.35850134
oxidizer,0.3580583
tire,0.35797212
sunscreen,0.3579356
sifter,0.35765517
licorice,0.3545003
quartz,0.35398564
tweezer,0.3539414
outer,0.35375953
kelp,0.35335308
compacter,0.35298994
muslin,0.35258284
pleat,0.3524955
labeler,0.35196343
corn,0.35092768
banana,0.34881246
putty,0.34870267
cobalt,0.34844968
sandpaper,0.34704623
plant,0.34608525
girdle,0.34508646
evaporator,0.34318796
ligament,0.34219018
rice,0.34187627
flour,0.34079754
teabag,0.33988544
tissue,0.33974797
paper,0.33965266
tapioca,0.33941916
bedspring,0.33939523
prosthesis,0.33931518
reactor,0.33862433
wire,0.3386025
moleskin,0.33830464
railcar,0.33806878
glass,0.33759055
wires,0.3375145
horsehair,0.33731887
lime,0.3372582
pant,0.33690113
sugar,0.3367802
sling,0.33655515
hatband,0.33547735
particulate,0.3334814
nitroglycerine,0.33344766
denture,0.33265826
sheets,0.3321616
carbonation,0.3320581
diaphragm,0.33180198
confectionery,0.33144024
kitchenware,0.3312546
carotene,0.33107504
sawdust,0.3298269
oat,0.3292432
enamel,0.32923958
inlay,0.32888925
gasoline,0.3277639
chiffon,0.32738066
slipcover,0.32637697
whetstone,0.3259448
charcoal,0.3255816
shaver,0.3252368
vegetable,0.32479045
varnish,0.32439315
undercoating,0.32423085
pipette,0.32396019
