Words,Similarity
computer,1.0
laptop,0.7014861
desktop,0.5616463
hacker,0.5527996
keystroke,0.55079377
supercomputer,0.52467024
server,0.5058448
photocopier,0.49965698
machine,0.4915357
programmer,0.4891343
spreadsheet,0.48759866
copier,0.48668987
mainframe,0.48559216
notebook,0.4802143
typewriter,0.47744524
microprocessor,0.4763978
internet,0.47295883
electronic,0.46412918
keyboard,0.46365502
cellphone,0.46049023
router,0.46019506
projector,0.45732525
mouse,0.455086
database,0.4433817
technician,0.44310012
gameboy,0.44080192
browser,0.44001502
digital,0.43709046
phone,0.43085033
encryption,0.4297828
solitaire,0.4284632
technology,0.42587042
geek,0.42434278
synthesizer,0.4229385
microchip,0.42083186
desk,0.42044684
video,0.42012486
diskette,0.41846392
robot,0.4175089
appliance,0.41608143
coding,0.41351616
codebook,0.4133354
data,0.4083158
calculator,0.40820605
smartphone,0.40770897
scanner,0.40382403
usb,0.40299213
library,0.39897943
infector,0.3989278
nerd,0.39687136
cubicle,0.39423716
abacus,0.39376983
snooper,0.39169395
typist,0.38881072
simulation,0.3878416
oscilloscope,0.38604057
corkboard,0.3859558
sequencer,0.3852272
doodad,0.3817894
cardiogram,0.3812423
homework,0.37957856
camera,0.3792574
furniture,0.3765028
jukebox,0.37484458
dialer,0.3748415
multiprocessor,0.3744901
schoolwork,0.37210152
folder,0.37197402
telemarketer,0.3718128
keypad,0.3714221
lawnmower,0.3706189
couch,0.3688207
camcorder,0.36850986
mathematician,0.36773646
brain,0.36741635
recorder,0.3662456
photocopy,0.36596757
satellite,0.36540934
circuitry,0.3647674
breadboard,0.36429927
xbox,0.36427644
controller,0.36410218
television,0.363201
toothbrush,0.36305767
stamper,0.3629204
stylus,0.36290947
zombie,0.36268276
workbench,0.36230096
pinball,0.36206728
tablet,0.36199772
spammer,0.3586247
eavesdropper,0.35737076
ipad,0.35730264
thermostat,0.3563651
kitchen,0.35614663
sniffer,0.35576227
thingamabob,0.35549062
log,0.35526654
dishwasher,0.3547162
blackboard,0.35440484
eraser,0.35359433
cookie,0.35357276
headset,0.35280427
airplane,0.35181105
copy,0.3510615
typesetter,0.35050976
web,0.34995264
toy,0.34948817
timecard,0.3492685
spy,0.34917504
handset,0.3488305
bug,0.34807408
refridgerator,0.3463467
scan,0.34603527
engineer,0.34536102
treadmill,0.3452109
file,0.34448168
glucometer,0.34446734
refrigerator,0.3443317
piano,0.3440555
homebrew,0.34309667
processor,0.3427472
toaster,0.34249568
preschooler,0.34211856
hardcopy,0.34186885
kiosk,0.34150076
auto,0.3412423
bookshelf,0.34060845
peer,0.34035003
planetarium,0.34034157
monitor,0.33990625
doorknob,0.33797723
screwdriver,0.33666635
teacher,0.33666122
tools,0.33581534
storage,0.33501104
tutor,0.33494735
mousepad,0.33242622
bookcase,0.33158752
sleuth,0.3309041
poker,0.33045858
turntable,0.33029807
car,0.33013535
mapping,0.3299133
plasma,0.3298343
transmitter,0.32929152
maps,0.32916602
armoire,0.3291158
automobile,0.3290947
wheelchair,0.32894477
office,0.32752174
wizard,0.3269668
battery,0.32655844
sofa,0.32629177
latchkey,0.3260796
wallpaper,0.32582003
wires,0.32574716
sensor,0.32564542
theater,0.32538667
microwave,0.324631
administrator,0.32453108
arcade,0.3233905
beeper,0.32330096
windows,0.32304588
synchronizer,0.32302237
telescope,0.32245043
student,0.3224274
manual,0.32235157
sewing,0.3221894
instrument,0.32208532
videotape,0.32190445
transcriber,0.3216479
cashbook,0.3209195
paintbrush,0.3208605
dorm,0.32065862
android,0.3205085
pegboard,0.3203952
stethoscope,0.32027695
sketchbook,0.32008442
room,0.31989917
partition,0.31908754
polygraph,0.31897768
bicycle,0.3185236
hydraulics,0.31842008
tape,0.31805533
chat,0.31802288
stationery,0.31776583
boiler,0.31687936
recliner,0.31603992
wand,0.31549382
gremlin,0.3152032
phonebook,0.31493384
racquetball,0.31492248
diagram,0.3140778
scientist,0.313773
sunlamp,0.31357652
workroom,0.31344453
spyglass,0.3133774
handprint,0.31252775
transistor,0.31238416
screener,0.3122306
daycare,0.31175503
alarm,0.3116788
elementary,0.31082356
watchband,0.31080094
mahjong,0.3107532
snowplow,0.31021094
neuroscientist,0.30956137
scripts,0.30951053
stapler,0.3088978
fridge,0.30887187
crayon,0.3085251
backpack,0.3083758
app,0.30817372
sterilizer,0.3080208
furnishings,0.30774775
ceramics,0.30719426
communication,0.30670434
cipher,0.30669016
knitting,0.30571243
thumbnail,0.3056484
chainsaw,0.30563796
babysitter,0.30547443
edit,0.3051626
landline,0.3050245
nurse,0.30498192
bedroom,0.30483067
junk,0.3046737
laser,0.3046142
intelligence,0.30457833
research,0.30405986
dryer,0.3040309
spaceship,0.30371213
centrifuge,0.30330515
microphone,0.3029589
engine,0.30251083
exerciser,0.30214447
electrochemist,0.30164775
checkbook,0.30121207
child,0.3012079
keys,0.30050132
snack,0.3004957
cashbox,0.30038258
cartographer,0.30030063
faceplate,0.3002995
coffee,0.30018407
accountant,0.3001405
thumb,0.3000505
cafe,0.29972607
bookkeeper,0.29895815
cubby,0.2989154
compacter,0.29852876
socket,0.29827768
chessboard,0.2981796
voyeur,0.29806313
thief,0.29792687
labeler,0.29768407
tray,0.2974727
vehicle,0.2974535
learner,0.29666865
cockpit,0.2966581
ballpoint,0.29645815
unicycle,0.2960833
node,0.29605135
university,0.29596475
alien,0.29503432
clock,0.29471183
washer,0.2945191
gnome,0.29450485
seashell,0.2943186
germ,0.29390398
excavator,0.29385734
movie,0.29366776
aviation,0.29344952
