Words,Similarity
trees,1.0
vegetation,0.6654915
greenery,0.66096306
sycamore,0.64262277
shrubbery,0.6421635
shrub,0.6282689
dogwood,0.6133591
seedling,0.5930689
mulch,0.58110994
elm,0.5712679
rosebush,0.55925214
deadfall,0.5587683
arborist,0.54671985
poplar,0.5400099
fern,0.5388587
oak,0.5377111
flowers,0.5375727
holly,0.5367231
bayberry,0.5365859
grass,0.53441966
juniper,0.5315409
forest,0.5244314
azalea,0.51843345
prune,0.517274
cactus,0.5150427
winterberry,0.51248074
garden,0.5084151
birch,0.50674194
leaf,0.5043858
underbrush,0.5032053
cedar,0.49433804
plants,0.49018916
insects,0.49013427
wood,0.48919266
mistletoe,0.4874924
flower,0.48676255
honeysuckle,0.48670882
pine,0.48492447
ivy,0.48028257
wetland,0.47543997
decorations,0.47173014
thorns,0.47125244
fruit,0.4700213
houseplant,0.46760014
orchard,0.46684074
bulb,0.4659884
roses,0.46455857
rainforest,0.46045816
sagebrush,0.45864192
bush,0.4584875
trunks,0.45430177
acorn,0.45229423
animals,0.448742
dune,0.4412106
bark,0.4403097
apples,0.43615198
pinecone,0.43537042
beetle,0.43515402
daffodil,0.43278214
hyacinth,0.4326767
fauna,0.43074402
mayflower,0.43069512
planter,0.4304547
birdseed,0.42972234
floodplain,0.42914897
insect,0.4280593
cornstalk,0.42661732
mandrake,0.42523772
sassafras,0.42468032
streetlamp,0.4244314
habitat,0.42424175
chainsaw,0.42364886
gazebo,0.42350984
fungi,0.422196
pecan,0.4217707
lamppost,0.42100343
woodpecker,0.42001465
clover,0.41956025
greenhouse,0.4185149
apple,0.41652668
crabgrass,0.41644022
handsaw,0.4162903
horticulturalist,0.41627818
creek,0.41359362
kumquat,0.41272885
reindeer,0.41084677
lights,0.40963548
vase,0.40903732
ravine,0.40852034
farmland,0.40778425
oranges,0.4069097
compost,0.40526018
steeple,0.4043573
riverbank,0.40380847
pumpkin,0.40301427
snakes,0.4029017
squirrel,0.40096116
beets,0.3998375
gourd,0.3991786
yellowjacket,0.39508614
fence,0.395022
fungus,0.39490762
goats,0.39482328
tinsel,0.3931647
rocks,0.39311513
beanstalk,0.39298737
gardener,0.3928575
photosynthesis,0.39282745
elk,0.39188474
birdhouse,0.3917208
treetop,0.39070046
mower,0.39054134
stamen,0.38930577
chimney,0.38691217
asparagus,0.38653547
suckerfish,0.38649744
maypole,0.38549936
mushrooms,0.3849714
driveway,0.3845876
bird,0.38383168
