Words,Similarity
crane,1.0
scaffolding,0.71041495
excavator,0.64969534
pontoon,0.54268605
pier,0.5373571
rig,0.5362924
pulley,0.5213533
bulldozer,0.5190463
gangway,0.50102955
truck,0.50058645
rigger,0.5002064
tower,0.4946119
elevator,0.49092513
rope,0.48894373
tractor,0.4875212
dock,0.47000304
digger,0.46620277
chimney,0.46559477
hydraulics,0.4617077
manhole,0.46135288
propeller,0.46048826
bridge,0.45687145
guardrail,0.4563787
boat,0.45581228
locomotive,0.45410994
compacter,0.4499192
steeple,0.44715548
mast,0.44701418
ledge,0.44663692
boulder,0.44573906
turbine,0.44506934
roof,0.44231525
contraption,0.44115588
whale,0.4401529
ladder,0.43920565
spire,0.438294
railcar,0.43713215
airboat,0.43631116
waterwheel,0.43575972
bungee,0.4352203
spreader,0.43173885
banister,0.427693
robot,0.42752242
chairlift,0.4262262
joist,0.42466813
snowplow,0.423516
shipyard,0.4215675
chainsaw,0.42103347
jackhammer,0.42084783
turbines,0.41925642
steel,0.41914114
boatyard,0.4160931
kite,0.41349876
sling,0.41169617
crawler,0.40997562
ferryboat,0.40929407
canoe,0.40808713
wires,0.40760884
railing,0.40697291
mainsheet,0.40633047
mallet,0.4058691
hose,0.40579975
blimp,0.40387636
silo,0.40344125
handsaw,0.40302113
pole,0.40284455
gust,0.40234986
barbell,0.40225497
trailer,0.39926583
excavation,0.3989054
sculpture,0.3980923
welder,0.3976461
gyroscope,0.3967617
hardhat,0.39663437
footplate,0.3962108
gator,0.3952812
arches,0.3927256
hydrant,0.39267296
seagull,0.39263755
shovel,0.39258432
giraffe,0.39250726
whirlybird,0.39165014
icicle,0.39032623
pincers,0.3896924
lamppost,0.3893424
boiler,0.38889652
fishhooks,0.3887211
tarp,0.38858572
riverbank,0.38852444
crib,0.38838276
houseboat,0.38705617
harpoon,0.38463604
subcontractor,0.38438413
saws,0.38319883
fireman,0.38278311
turntable,0.38241118
building,0.3823786
bale,0.3822571
wheelchair,0.3819099
crossway,0.3802525
sleigh,0.37977177
arborist,0.3790703
monorail,0.3788253
beam,0.3784196
crew,0.3780428
gurney,0.37742627
firetrap,0.3769654
metal,0.37671098
rowboat,0.3766512
hangar,0.37650493
windsock,0.37624946
beanstalk,0.37548196
bird,0.3749381
electrician,0.3748343
trench,0.3745944
vehicle,0.37445077
mower,0.37406898
doorframe,0.37401205
skydiver,0.37366882
lantern,0.37278292
carport,0.3725176
walkway,0.37189072
helicoptor,0.37168115
antenna,0.37155375
submarine,0.37096146
liferaft,0.37085757
dockworker,0.3707078
spaceship,0.37038913
bobtail,0.37020144
van,0.37014467
tipper,0.37004688
plane,0.36992097
barricade,0.3697177
dolphin,0.3694422
fireproofing,0.3693889
turtle,0.3693547
manatee,0.36917457
pipe,0.36851418
anchorage,0.3681199
airplane,0.3677666
alligator,0.36766395
matchwood,0.36765128
kayak,0.36754048
harvester,0.36654902
trees,0.36645374
trampoline,0.36587748
skyline,0.36585957
lifeboat,0.36583033
plunger,0.36552128
candleholder,0.36529028
bedspring,0.36525333
streetlamp,0.3649701
roofer,0.36458865
shark,0.36457065
clapper,0.3617767
noose,0.3601804
boathouse,0.36005172
tow,0.35983357
weights,0.359346
steamer,0.35865813
crevasse,0.3570282
stair,0.35653156
vertebrae,0.35644197
carcass,0.35624248
flagman,0.3556701
waterspout,0.35563165
reactor,0.355591
prosthesis,0.354991
buoy,0.35423747
stirrup,0.35404336
crate,0.35343102
reptile,0.35302687
steamboat,0.35289896
hanger,0.35287333
plow,0.3526024
orbiter,0.3524964
dune,0.35187492
blade,0.351774
cannon,0.35126767
embankment,0.35114628
pigeon,0.35085762
suckerfish,0.35075387
pickaxe,0.350127
heron,0.34994826
worker,0.3498212
maypole,0.34957626
laborer,0.34949479
train,0.34887487
dam,0.3488324
quarry,0.34875605
lawnmower,0.3487532
launcher,0.3482506
stroller,0.34789228
brontosaurus,0.34756947
sandblaster,0.34750664
tube,0.34740418
railroad,0.34728858
ballerina,0.34716305
minibus,0.34703758
snake,0.3466424
stairway,0.3465835
scooter,0.34646693
cart,0.34616017
dumpster,0.3461289
unicycle,0.34552866
snowmobile,0.34522817
icebreaker,0.34472504
anemometer,0.34471312
climber,0.3443386
accident,0.34431323
container,0.34418213
telescope,0.3437125
firefighter,0.3435952
cage,0.34331763
gravestone,0.34311625
trucker,0.3426689
skull,0.34261444
twister,0.34199455
jig,0.3419702
substation,0.34190327
spacecraft,0.34147328
dinghy,0.34035957
hoe,0.3402318
driller,0.34020394
sawmill,0.33996946
guillotine,0.33923936
treetop,0.33874387
cane,0.3380356
penguin,0.33785337
stuntman,0.33785042
buzzard,0.33782437
rubble,0.33770496
roller,0.3376425
nest,0.33682582
wire,0.33664492
firework,0.3363406
gripper,0.3361797
diaphragm,0.33578748
diver,0.33564913
cruiser,0.33508918
elephant,0.33503518
birdhouse,0.334732
lanyard,0.33470902
sidewalk,0.33470318
tusk,0.33419934
bicycle,0.3341573
mousetrap,0.3338818
octopus,0.33377293
nutcracker,0.33272946
monument,0.33169326
bus,0.33131
playpen,0.33068597
acorn,0.33057764
gazebo,0.3305669
tiller,0.33030498
workers,0.330248
porthole,0.32989413
sturgeon,0.32989368
compressor,0.329449
bubblewrap,0.32944164
grinder,0.32896376
chariot,0.3286571
mermaid,0.32856077
cement,0.32854596
stockyard,0.32814893
sledge,0.3281456
moose,0.3278716
signalman,0.3278338
machine,0.32764256
pinecone,0.32665238
coil,0.32603696
rail,0.3258386
crab,0.32556465
housefly,0.32554337
lifter,0.32544675
tentacle,0.32523605
sailcloth,0.32503176
plant,0.3243052
fryer,0.3240598
reindeer,0.3239058
gull,0.32389143
paddle,0.32375652
sword,0.32298827
narwhal,0.32295758
triceratops,0.32254007
harness,0.32245815
camera,0.32217184
ceiling,0.3221478
