Words,Similarity
papa,1.0
mama,0.68100935
dad,0.6205301
uncle,0.5642178
son,0.5397968
grandmamma,0.53025854
mom,0.52635217
mother,0.5217057
bro,0.52115864
grandfather,0.5099131
grandson,0.5061688
brother,0.5048967
grandma,0.5035446
godchild,0.49468952
cousin,0.49264735
wife,0.4809708
tyke,0.47954744
hombre,0.47664332
godfather,0.47437036
firstborn,0.46996588
grandmom,0.46932346
aunt,0.46493652
buddy,0.46147218
daughter,0.46101236
grandmother,0.45476672
mademoiselle,0.44755027
friend,0.44465873
sweetie,0.44287005
freinds,0.4420158
maidservant,0.4406383
nursemaid,0.4392187
womanizer,0.43393183
bless,0.43297896
idol,0.43020684
binky,0.42933515
fornicator,0.42609984
whore,0.42416272
granddaughter,0.42409512
baby,0.42271295
granny,0.41897228
gigolo,0.41855282
wienie,0.41320026
madonna,0.41295403
baldhead,0.4111732
honker,0.4104288
shakira,0.40955946
karam,0.40948033
waiter,0.40750962
pageboy,0.40605757
sister,0.40568113
fiancee,0.40542307
bride,0.40532666
widower,0.40466467
elder,0.40451777
tomcat,0.40388232
playmate,0.40054536
bitch,0.40043682
tot,0.40008414
love,0.39802843
butler,0.39783078
smile,0.39710525
battleaxe,0.3953225
gal,0.3941755
guy,0.39393273
family,0.39322773
neighbor,0.39290553
mistress,0.39107752
babysitter,0.3905526
cowpoke,0.39037964
kid,0.38904887
gardner,0.38898027
geezer,0.38663968
hunk,0.38500842
dick,0.38439202
blabbermouth,0.3832483
munchkin,0.38312948
crybaby,0.38254714
paris,0.3823026
heartthrob,0.3811697
mutt,0.38006476
spyglass,0.3795853
boy,0.37869018
chariot,0.37772074
pallbearer,0.37714615
flirter,0.37677127
fisherwoman,0.37645495
barber,0.37553445
homebody,0.37552637
parents,0.37472767
prince,0.37472388
laugh,0.37273267
hyena,0.37154618
me,0.3710193
gent,0.3695111
whittler,0.36879572
hello,0.36772382
brat,0.36732596
kinsman,0.36725345
joker,0.36657426
scumbag,0.36639214
clan,0.3657871
sob,0.36578485
bellboy,0.3657527
kiss,0.36547413
bowtie,0.36518708
laundrywoman,0.36434442
bellman,0.36350918
groomsman,0.3625554
cavewoman,0.36237317
ragamuffin,0.3622236
milkmaid,0.3620754
simpsons,0.3609534
actor,0.36064672
shit,0.36055613
harem,0.36016604
pee,0.36007947
lad,0.35969275
sweetheart,0.35951307
lady,0.35897183
poo,0.35885954
ghostbuster,0.35697854
slobber,0.35685197
den,0.35675538
guardian,0.35662106
narrator,0.35654035
tow,0.35547373
toast,0.35540578
shepherdess,0.35522908
goat,0.35470915
pimp,0.3543911
ox,0.35424596
avacado,0.35403395
bunkmate,0.35385668
vamp,0.35351396
groom,0.35302958
reaper,0.35263112
imbecile,0.35239565
chick,0.35225767
hero,0.3518862
gingersnap,0.35176948
warrior,0.3517403
pug,0.35164067
maid,0.35094777
virgin,0.35078996
leprechaun,0.35001037
apostle,0.34973377
sheepherder,0.34934375
highchair,0.34928522
junkman,0.34927952
tux,0.34851778
preacher,0.34784907
piglet,0.34704766
freemason,0.34701374
booger,0.346478
famous,0.34628692
wiener,0.34622616
sty,0.34571823
viper,0.34490502
runt,0.34489772
kerchief,0.34443232
baker,0.34433877
washerwoman,0.34427255
gentleman,0.343914
monkey,0.34367853
manicotti,0.34312487
chef,0.3422821
hummer,0.34224123
crying,0.3421141
rolex,0.34184983
whisper,0.34177896
jailbird,0.341065
villa,0.34086162
milkman,0.3406616
bunny,0.3406262
housemaid,0.3404983
landlady,0.34017697
silverback,0.33968666
halfwit,0.3394261
showman,0.33942297
turncoat,0.33940354
jailbait,0.33893797
undertaker,0.33882624
thug,0.33861074
bellhop,0.33856782
madam,0.33843574
sextuplet,0.3383401
liar,0.3382417
bum,0.33801836
cobbler,0.33756635
stepsister,0.33754295
orphan,0.3375067
picnicker,0.33719575
spareribs,0.33718064
shack,0.33673248
rockstar,0.33636254
dishtowel,0.33604765
cabby,0.33575985
gimlet,0.33546618
hayseed,0.33536398
shoeshiner,0.33532932
batboy,0.335113
mayflower,0.33392093
mandrake,0.3337541
cabdriver,0.33365697
poop,0.33361033
slut,0.33359754
clown,0.33351403
haggler,0.333328
righteousness,0.3330491
snowsuit,0.33293056
wagonload,0.33274883
mender,0.33263707
madwoman,0.33260262
volkswagen,0.33224463
salesman,0.33179325
