Words,Similarity
meatloaf,1.0
casserole,0.724975
coleslaw,0.7079937
manicotti,0.70369303
quiche,0.7008361
macaroni,0.6896406
steak,0.6765338
pancakes,0.6646698
risotto,0.66132605
salad,0.65753573
cheesecake,0.65143037
tenderloin,0.6497179
brisket,0.6403407
pastrami,0.63890237
cheeseburger,0.63875693
soup,0.6378311
bacon,0.63716555
tortellini,0.6355738
calamari,0.634573
pasta,0.6319324
sandwich,0.63000757
spareribs,0.6289121
kabob,0.6261969
gravy,0.6261863
stirfry,0.62530774
teriyaki,0.6233382
pepperoni,0.62218636
ham,0.6174726
tofu,0.6160266
nachos,0.6137258
sauerkraut,0.61220217
hamburger,0.61152285
goulash,0.6096749
gingersnap,0.60652864
sausage,0.59887314
fondue,0.5980297
linguini,0.59414726
appetizer,0.59229994
eggplant,0.5840585
parfait,0.58336514
broccoli,0.57932496
sauce,0.5786216
saltine,0.57601935
bun,0.5740943
porkchops,0.57262385
strudel,0.5712557
pilaf,0.5694504
sushi,0.5680279
gumbo,0.5648547
burrito,0.5644494
guacamole,0.5640926
custard,0.5628464
cheese,0.56160873
chicken,0.5614002
hummus,0.55894
baguette,0.5582409
spaghetti,0.5580044
horseradish,0.55413395
pizza,0.5504896
cook,0.5475317
turkey,0.5472139
pastry,0.5457235
fillet,0.5440026
arugula,0.54396755
avacado,0.53964126
cauliflower,0.53883886
fruitcake,0.53759354
jellyroll,0.53742766
parsnip,0.5371761
bread,0.53334
giblet,0.53268224
bratwurst,0.52947533
marinade,0.52946305
taco,0.5275147
asparagus,0.5255048
deli,0.52337277
vinaigrette,0.5175351
giblets,0.51711786
cookbook,0.516877
kale,0.5152803
pudding,0.5130143
curry,0.5126801
shortbread,0.5115858
vegetarian,0.5104978
pancake,0.5059977
bisque,0.50337386
griddle,0.4990544
barbecue,0.49880016
peppers,0.4958686
lamb,0.49380985
gimlet,0.49336562
artichoke,0.49096423
oven,0.48953846
skillet,0.48830655
meat,0.48823035
wienie,0.48690504
kitchen,0.48549506
grandma,0.48419097
monkfish,0.4834437
margarita,0.4830589
marmalade,0.4828945
buffet,0.48092747
beets,0.47923425
cantaloupe,0.47882965
paprika,0.47595146
cake,0.47584614
lobster,0.47363544
dinner,0.47360212
tupperware,0.47202313
breakfast,0.47176343
cupcake,0.47130498
amaretto,0.47102198
hotdog,0.4709435
fryer,0.4701875
caramel,0.47002915
vegan,0.47002807
dishcloth,0.4699636
marshmallows,0.46979222
waitperson,0.46953067
wiener,0.46660927
butter,0.4664174
rye,0.46384966
beef,0.46266243
churro,0.4606643
dishtowel,0.46037388
margarine,0.45912004
watercress,0.45904168
mojito,0.45790747
grandmom,0.45774105
quinoa,0.45770115
avocado,0.45733386
tablecloth,0.4570456
marshmallow,0.45511526
onion,0.45484504
pretzel,0.4546542
slicer,0.45252612
scampi,0.45183167
mushrooms,0.45139152
pumpkin,0.45105734
pantry,0.4509398
cumin,0.4501721
gingerroot,0.44969305
thyme,0.44922617
carrots,0.44689956
shrimp,0.44595358
cookie,0.4458279
tripe,0.44392288
chef,0.44217697
garlic,0.44206837
potato,0.4404225
sesame,0.44035387
snack,0.44029745
pecan,0.43963492
flour,0.4376794
tomato,0.43725923
lemon,0.4365902
pie,0.43654606
toast,0.4363186
smokehouse,0.43598023
fridge,0.43581247
gingerbread,0.4345161
spoon,0.4343395
sherbet,0.43421185
sangria,0.43408543
restaurant,0.43238014
waitress,0.43082866
icebox,0.42674875
whitefish,0.42653263
mama,0.425518
overeater,0.42418262
microwave,0.4240593
refridgerator,0.42396063
cobbler,0.42264298
refrigerator,0.42236078
linoleum,0.421153
toaster,0.41969007
cappuccino,0.41894916
stove,0.4180658
turnip,0.41748968
eggnog,0.41730925
cornhusk,0.41701066
herbs,0.4166404
taffy,0.4163384
tapioca,0.4154521
mustard,0.41523784
cooker,0.4144108
ladle,0.4106772
haunch,0.40973523
baker,0.40907004
truffle,0.40847483
waiter,0.4076781
sweetie,0.40756378
lunch,0.40707955
vegetable,0.40582752
mom,0.40516618
brat,0.4039615
grandmother,0.40369475
kumquat,0.4029201
housedress,0.39965147
mealworm,0.39923337
napkin,0.39917457
pasties,0.39865407
crustacean,0.3978847
popcorn,0.39770538
rib,0.39725772
peeler,0.39650947
chardonnay,0.39640933
grandmamma,0.39579132
pineapple,0.39490113
longneck,0.3938504
blender,0.39243636
kitchenware,0.39242014
watermelon,0.39106894
flavor,0.3909408
eggs,0.39024952
crab,0.3897502
groceries,0.38862225
anchovy,0.387358
feedbag,0.3863452
cereal,0.38488045
egg,0.38425943
shank,0.3840692
gelatin,0.3838059
muskrat,0.38352695
blueberry,0.38292935
bakeshop,0.38267764
walnut,0.3825736
butterfat,0.38239825
mussels,0.38199505
maraschino,0.38172784
slop,0.38139752
gumdrop,0.3801977
broiler,0.37973925
hunks,0.379368
pinecone,0.3787469
stuffing,0.3782036
leggings,0.37812006
camisole,0.37797332
crayfish,0.37752816
plate,0.3774656
lunchbox,0.37724206
stoneware,0.37638694
edibles,0.37629697
highchair,0.37601933
cranberry,0.37575945
cheesecloth,0.37568265
bran,0.37519613
pantyhose,0.3742455
corn,0.37376583
cavewoman,0.37333518
grater,0.3727806
carnivore,0.371078
smorgasbord,0.37018114
eggbeater,0.36995867
washstand,0.3697499
milkshake,0.3697314
patio,0.3693164
skewer,0.36711073
confection,0.36641538
toothpick,0.3660054
starch,0.36572447
sifter,0.36557224
cheapskate,0.36542004
wigwam,0.36407292
carryall,0.3639582
chicory,0.36360526
strawberry,0.36314994
eel,0.3630686
masher,0.36259896
birdseed,0.36191443
homebody,0.36005783
clam,0.35929483
taste,0.35848105
apron,0.35807613
slipcover,0.35754097
wishbone,0.3567481
dishwasher,0.35669056
mushroom,0.3566053
bartender,0.356157
tub,0.35542235
granny,0.355212
woodpile,0.35474077
kitchenette,0.35420275
pistachios,0.354076
slice,0.35383523
rice,0.35196498
bayberry,0.35163867
carafe,0.351441
juniper,0.35111105
nightlight,0.35107097
pheasant,0.35105985
boysenberry,0.3509828
eggshell,0.3509441
nightcaps,0.35088593
breadbox,0.35071543
tearoom,0.35023707
dad,0.35002166
mailman,0.3497569
honey,0.34968486
spoons,0.34919
licorice,0.34891006
insides,0.34885845
apples,0.34818166
rattlesnake,0.34801424
herring,0.34790662
steamer,0.34751433
songbook,0.34685862
milkmaid,0.3467878
sweater,0.34646928
grapefruit,0.34535164
booger,0.34519175
pillow,0.34487996
quilter,0.3447258
fat,0.34460756
parka,0.34454536
tutu,0.34347087
tummy,0.34267002
salt,0.34259376
greens,0.34249994
brownie,0.34225398
blowfish,0.34209657
candleholder,0.3419922
cod,0.34118295
antacid,0.34115043
brontosaurus,0.34062663
tableware,0.34060776
cutlery,0.34017432
tepee,0.33988997
hobo,0.33951283
tongs,0.33946183
mango,0.33918434
muslin,0.338696
compost,0.33866522
binky,0.33844846
battleaxe,0.33784944
nightgown,0.3377759
