Words,Similarity
sax,1.0
saxophone,0.85337096
saxophonist,0.7907025
trombone,0.77034074
percussionist,0.72694784
piano,0.7215733
percussion,0.7086207
tuba,0.6836635
drummer,0.6835401
keyboardist,0.68314195
pianist,0.67372787
flute,0.67336583
violin,0.6452704
jazzman,0.63111037
vocalist,0.62899035
harpsichord,0.62297595
oboe,0.61995244
bass,0.60918224
ukulele,0.60851425
violinist,0.6003051
synthesizer,0.58737946
horn,0.57745624
ragtime,0.5587073
soloist,0.5571244
organist,0.5446806
handclap,0.52664834
chanter,0.5193155
duet,0.50885576
band,0.5002308
quintet,0.4961758
reed,0.49537158
soprano,0.49410793
sonata,0.48016667
keyboard,0.47960705
turntable,0.4795327
kettledrum,0.47760743
ballad,0.47666356
songbook,0.47294408
songwriter,0.46992865
drum,0.46919522
lyre,0.46550488
quartet,0.4584178
hornpipe,0.45266232
kazoo,0.45219582
xylophonist,0.44940892
organ,0.432891
folksong,0.43001625
dj,0.42846403
soundtrack,0.4280103
instrument,0.4222612
choir,0.4220748
jukebox,0.41739386
classical,0.4122845
hiphop,0.40802366
vamp,0.40690708
bandmaster,0.4063594
hymn,0.40132084
groove,0.3989496
bugler,0.3989071
minstrel,0.3955364
album,0.39478132
sound,0.3932608
jellyroll,0.39057934
showman,0.37727913
sequencer,0.37644804
conductor,0.37570024
paddleball,0.3746805
rock,0.37345922
rap,0.37039772
woodblock,0.36937165
concert,0.3669223
dancer,0.36627856
goatskin,0.3662746
dick,0.36517268
emcee,0.3623123
grandmamma,0.36151582
narrator,0.36130708
gumbo,0.36076653
mallet,0.35956886
whittler,0.35826433
poet,0.3570369
bedspring,0.35299933
artist,0.35269123
honker,0.3521641
whorehouse,0.34830213
singer,0.34686482
choreographer,0.34490824
straightedge,0.34482735
racquetball,0.34365833
conch,0.34264132
painter,0.3426311
watercolor,0.34246457
stethoscope,0.3411814
barbershop,0.34071147
welder,0.33800277
jester,0.33742428
gourd,0.33647755
jackknife,0.3362413
craftsman,0.33616054
eggbeater,0.33412385
speechmaker,0.3334487
boysenberry,0.33232602
saws,0.33161604
jazzercise,0.33099735
sushi,0.3305693
screamer,0.33046743
knob,0.33029494
bellhop,0.32955423
shit,0.32786348
microphone,0.32686016
taffy,0.32529056
watercolorist,0.3245804
dramatist,0.324351
clef,0.32420805
paintbrush,0.3227682
clapper,0.32133812
hombre,0.32063824
orator,0.31920785
swinger,0.31907186
ragamuffin,0.3186094
tinsmith,0.3179265
risotto,0.3176923
blower,0.3166559
gameboy,0.31654298
switchblade,0.31644306
sandblaster,0.31552932
typewriter,0.31535825
nursemaid,0.31526002
junkman,0.31488997
barber,0.314291
diaphragm,0.31383917
rockstar,0.31296524
eardrum,0.31285393
cinematographer,0.31193984
banshee,0.31187996
brass,0.31139725
geode,0.31023896
ear,0.3098901
bellman,0.30971155
sonnet,0.30959415
aerialist,0.30909318
tuxedo,0.30873206
sesame,0.30846164
banger,0.30753392
ringmaster,0.30737713
jackhammer,0.30718616
preacher,0.30708113
amplifier,0.30647555
palette,0.30626914
sandpaper,0.3055822
tux,0.3047381
entertainer,0.30393338
fondue,0.30275768
sandlot,0.30208302
masher,0.30192712
jokester,0.30131555
shakira,0.30109787
caricaturist,0.30037713
thunder,0.30018535
poem,0.29931226
womanizer,0.298864
spareribs,0.2983885
mechanic,0.2982738
snakeskin,0.2981061
papa,0.29781893
cowpoke,0.29777697
chef,0.29759833
comedian,0.29697105
linoleum,0.2966977
pastrami,0.29618865
brisket,0.29586694
teriyaki,0.29527703
lineman,0.2952251
bartender,0.2946784
mathematician,0.2945375
spoons,0.29408768
unicycle,0.29382017
calamari,0.29348883
meatloaf,0.29242596
manicotti,0.29148996
bellboy,0.2912069
mama,0.29113567
ballet,0.29081702
gingersnap,0.29065856
chainsaw,0.29032812
electrochemist,0.2902343
potter,0.29016048
paddle,0.2901384
metal,0.28986976
karate,0.28977853
joker,0.28930566
katana,0.28896013
clown,0.28868213
gangster,0.28827724
ballplayer,0.28817716
gunsmith,0.2877239
bro,0.28735578
cigar,0.28717825
stirfry,0.28698945
catcher,0.2867432
gingerroot,0.2863445
muffler,0.2862975
tenderloin,0.28579283
blacksmith,0.28576666
tassel,0.28558803
uncle,0.28534648
origami,0.28531745
nutcracker,0.28523043
eggplant,0.28508928
nymphomaniac,0.28490454
tetherball,0.284895
abdomen,0.2842447
flathead,0.28405625
godchild,0.28373018
solitaire,0.28342327
porkpie,0.2833103
dishtowel,0.2825886
pinball,0.28254357
pastry,0.28253534
enterpriser,0.28187105
guy,0.28186426
audiotape,0.28185397
sculptress,0.28183255
doorknob,0.28149778
toke,0.28128785
kabob,0.28128007
barman,0.28111207
eyeliner,0.28106627
