Words,Similarity
birthstone,1.0
topaz,0.57368684
ruby,0.54188037
sapphire,0.516334
bracelet,0.50456846
pendant,0.50226736
jade,0.499517
jewelry,0.49342966
earring,0.48736313
emerald,0.46373066
barrette,0.45959786
winterberry,0.44935054
silver,0.43856928
gold,0.43326277
heirloom,0.43253642
highlighter,0.42295098
geode,0.42227805
dreamcatcher,0.42172343
flower,0.42160898
daisy,0.41469502
quartz,0.4142335
apricot,0.41407275
dahlia,0.4139354
rings,0.41313508
bride,0.40870067
embroidery,0.40730464
poinsettia,0.40659007
glitter,0.4021877
pinecone,0.401141
chronograph,0.39908978
electroplate,0.39718747
tiara,0.3955927
obsidian,0.39252874
marigold,0.39251065
sweetie,0.39145702
enamel,0.390914
mitten,0.3900439
godchild,0.38992634
gingersnap,0.3892068
trinket,0.38691822
timepiece,0.38642383
washstand,0.385069
mantel,0.38275427
inlay,0.38069126
earlobe,0.38049108
tassel,0.3798888
satin,0.3793725
pinwheel,0.37901706
shamrock,0.37805298
birdhouse,0.37703633
carnation,0.37627923
chrysanthemum,0.37551153
sundial,0.37546116
monogram,0.37416124
amaretto,0.37338606
camisole,0.37027144
constellation,0.3678111
grandmom,0.36747703
nightlight,0.3668489
sculptress,0.36584923
doorknocker,0.3647108
almond,0.3644708
bachelorette,0.3631974
grandmamma,0.36297843
ring,0.3619389
tablecloth,0.35966867
inkpad,0.35761532
tupperware,0.35732543
chiffon,0.35698125
binky,0.35667711
toffee,0.35663444
mother,0.35596302
tableware,0.35385987
bloomer,0.3535043
daughter,0.35311306
shawl,0.3518851
doodad,0.35122803
angelfish,0.351028
cornhusk,0.35101378
urn,0.35071713
pottery,0.3503852
dress,0.35021874
pageboy,0.34972137
goblet,0.3497196
granddaughter,0.348603
fiancee,0.34843424
wineglass,0.34696648
mom,0.34656593
decorations,0.34633008
neckline,0.34588066
grandma,0.34577042
lampshade,0.34485328
eyedropper,0.34367308
duelist,0.34336632
eyeliner,0.3433258
houseplant,0.34095165
dating,0.34064212
pedicurist,0.34035927
avocado,0.3402657
handbag,0.33983305
crescent,0.33982855
mommy,0.33763817
rosary,0.33710197
nebula,0.3370037
bloomers,0.33700335
chrome,0.33614662
licorice,0.33614618
gingerroot,0.33551866
snakeskin,0.3349658
cactus,0.33473507
negligee,0.33470738
sharpener,0.3337269
gimlet,0.33327556
ipad,0.33220854
ballpoint,0.33197698
pineapple,0.33138728
shakira,0.33085197
crayon,0.3303768
clover,0.33011624
faceplate,0.32966372
boysenberry,0.3294292
baby,0.32936326
manicotti,0.32907006
sandalwood,0.32896248
silk,0.32871714
armoire,0.32849833
stylus,0.327812
moccasin,0.3273909
pleat,0.32604367
manicurist,0.3257711
bassinet,0.32557714
doll,0.32422072
rolex,0.32371747
clasp,0.3236138
shrub,0.3233331
lyre,0.32302475
apple,0.32270914
knitting,0.32241195
palette,0.32182878
neckerchief,0.32181022
eggshell,0.3216825
wallpaper,0.32147858
spa,0.32140446
swimsuit,0.32134607
awl,0.3213287
lemon,0.32111382
ceramics,0.32099983
candyland,0.3207341
ringtail,0.3205219
daybook,0.3204068
calender,0.3199736
asparagus,0.31916642
lightswitch,0.31911084
tombstone,0.31906414
beeswax,0.3189407
antiques,0.3188986
perfume,0.31889033
sweater,0.3187417
thimble,0.31869283
fruitcake,0.3181139
crafter,0.31751713
thumbnail,0.31739512
cupcake,0.31723136
pebble,0.31699345
sewing,0.31688985
chevron,0.31678522
stone,0.31652257
bulb,0.31590286
bra,0.31578684
bikini,0.315779
lobe,0.315461
thumbtack,0.31472257
mayflower,0.31405374
sportswoman,0.31355
poem,0.31323183
paintbrush,0.3132317
artwork,0.3132271
frankincense,0.31299305
karam,0.3127145
tooth,0.31255704
mistletoe,0.3119776
supernova,0.31194946
spouse,0.31188008
hair,0.31133625
tortellini,0.31122822
gourd,0.31075588
groomsman,0.31043562
beachwear,0.31036288
microprobe,0.31016567
girdle,0.30977196
macadamia,0.30949992
buckskin,0.30938607
cornstalk,0.3092752
teapot,0.3089221
porkchops,0.30891818
dresser,0.30877212
quinoa,0.3082561
liqueur,0.30789018
terracotta,0.30782753
cavewoman,0.3078241
flute,0.30780253
cedar,0.30727988
cake,0.30693364
sunflower,0.30686668
medal,0.3068434
skin,0.30652738
sleepwear,0.3059928
knot,0.30578336
lingerie,0.30552837
fleck,0.30519104
septum,0.3051615
item,0.30513135
halter,0.30498165
vellum,0.30449408
girl,0.3041522
pencil,0.30402398
nutcrackers,0.30391902
copperhead,0.3038927
leopard,0.3036834
whittler,0.30363262
sorbet,0.30352372
dishcloth,0.30304912
plumage,0.3030227
katana,0.30297747
strawberry,0.30246934
nightgown,0.30218005
child,0.30169824
pagan,0.30154723
sister,0.30103815
orthodontist,0.30077165
angel,0.3006023
spoons,0.30037576
mascara,0.29978278
vinaigrette,0.29935414
sunbird,0.29840645
mine,0.2983019
hubcap,0.2982407
wristband,0.2981944
butterfly,0.29816
rectangle,0.2979786
spirituality,0.29796416
orange,0.29795885
nightstand,0.29758316
drapery,0.29704055
pouch,0.29672018
confection,0.2965473
gram,0.29646745
vest,0.29469472
mama,0.2946054
pilaf,0.2945205
spoon,0.2944164
stamps,0.29440093
thyme,0.29412207
