Words,Similarity
papa,1.0
mama,0.6804523
dad,0.6198673
momma,0.6173586
uncle,0.5634567
mommy,0.5398006
son,0.538993
grandmamma,0.52943814
mom,0.5255249
mother,0.5208703
bro,0.5203223
brother,0.504032
grandma,0.50267756
godchild,0.493807
cousin,0.49176124
wife,0.4800643
tyke,0.47863844
hombre,0.47572926
godfather,0.47345233
grandmom,0.4683966
daughter,0.46007097
houseboy,0.44896084
mademoiselle,0.4465854
sweetie,0.44189698
maidservant,0.43966135
nursemaid,0.43823925
womanizer,0.43294317
bless,0.43198863
idol,0.42921165
binky,0.42833844
whore,0.42315698
granddaughter,0.42308927
baby,0.42170468
baldhead,0.41014475
honker,0.40939906
shakira,0.4085282
karam,0.40844896
pageboy,0.40502018
sister,0.40464312
fiancee,0.4043846
bride,0.40428802
daydreamer,0.40386817
widower,0.4036249
elder,0.4034777
tomcat,0.40284118
pussycat,0.39934367
butler,0.39677906
hoodlum,0.39647007
smile,0.39605224
battleaxe,0.3942664
gal,0.39311737
guy,0.39287418
family,0.39216796
mistress,0.39001396
babysitter,0.3894882
cowpoke,0.38931486
kid,0.38798177
gardner,0.38791305
geezer,0.3855684
hunk,0.3839343
dick,0.3833168
crybaby,0.3814687
paris,0.38122374
heartthrob,0.3800889
pallbearer,0.37605828
flirter,0.37568274
homebody,0.37443566
parents,0.3736356
whittler,0.36769325
brat,0.36622092
kinsman,0.36614832
joker,0.36546794
clan,0.3646794
sleazebag,0.3635873
laundrywoman,0.36323422
bellman,0.3623975
groomsman,0.36144206
cavewoman,0.36125952
ragamuffin,0.36110964
milkmaid,0.36096123
friar,0.3601127
actor,0.35953003
shit,0.35943928
mongoose,0.35935253
harem,0.35904852
pee,0.3589618
lad,0.3585744
lady,0.35785222
poo,0.35773972
slobber,0.3557287
den,0.3556319
guardian,0.35549733
narrator,0.3554165
swordswoman,0.35466796
tow,0.35434803
toast,0.35427994
shepherdess,0.3541029
pimp,0.3532635
ox,0.3531181
avacado,0.35290572
bunkmate,0.35272813
vamp,0.35238484
groom,0.35189956
reaper,0.35150042
imbecile,0.35126457
hero,0.3507542
gingersnap,0.35063726
tightwad,0.35017365
maid,0.34981415
leprechaun,0.34887514
apostle,0.34859806
sheepherder,0.34820732
highchair,0.3481487
tux,0.3473799
viper,0.34376082
runt,0.34375352
kerchief,0.34328732
baker,0.3431936
monkey,0.3425322
bragger,0.34223676
warthog,0.34197918
manicotti,0.34197757
chef,0.34113333
hummer,0.3410924
rolex,0.34070036
whisper,0.3406293
villa,0.33971035
milkman,0.33951
bunny,0.3394746
landlady,0.33902454
silverback,0.33853334
jailbait,0.3377834
undertaker,0.33767146
thug,0.33745557
madam,0.33728027
liar,0.3370859
bum,0.33686218
stepsister,0.33638594
orphan,0.3363496
spareribs,0.33602297
shack,0.335574
rockstar,0.3352034
wan,0.33461374
cabby,0.3345997
bandleader,0.33448282
gimlet,0.33430552
hayseed,0.33420312
shoeshiner,0.3341684
batboy,0.33395168
trident,0.3338946
spouse,0.33389398
mayflower,0.33275756
cabdriver,0.33249313
poop,0.33244643
slut,0.33243364
haggler,0.33216363
righteousness,0.33188418
assassin,0.3317782
snowsuit,0.33176547
wagonload,0.3315834
madwoman,0.33143693
volkswagen,0.33107835
doorknocker,0.330906
salesman,0.3306262
toliet,0.33024853
hanky,0.33013964
jackass,0.3300169
waitperson,0.32991776
earwig,0.3297735
puppy,0.32952493
tupperware,0.32938617
ballplayer,0.3290584
gameboy,0.3288653
sportscaster,0.32834396
aristocrat,0.3276567
mailman,0.327298
toyota,0.32714444
angel,0.32708037
playpen,0.3269421
proprietor,0.32650766
angelfish,0.3262129
hunks,0.3261157
headsman,0.32601285
pedicurist,0.32588938
fawn,0.3253983
cameo,0.32500282
cheapskate,0.32409975
psycho,0.32399777
wingman,0.32398307
packhorse,0.3238832
hairdresser,0.32379526
buzzard,0.32361045
fleabag,0.32358706
crook,0.32343552
donkey,0.3233986
housekeeper,0.32320592
puss,0.32298812
ringtail,0.3228654
baroness,0.32208565
taskmaster,0.32171765
honey,0.32142866
fireman,0.32139906
gentlefolk,0.32138377
boner,0.32107118
tombstone,0.32099685
bullfighter,0.32095355
lioness,0.3207818
doorkeeper,0.32077566
mechanic,0.31971452
tortellini,0.31952426
vr,0.31940427
grandnephew,0.31895903
preschooler,0.31890014
whorehouse,0.31847066
sleigh,0.31795985
neckerchief,0.31794286
saxophone,0.31790474
newlywed,0.31771907
gibbon,0.31769046
madman,0.31761155
cardiologist,0.31757945
linguini,0.3175213
beard,0.31749472
macaroni,0.31748414
gangster,0.31740946
sparrow,0.3172571
spaniel,0.31706506
philosopher,0.317031
temptress,0.31678095
fool,0.31612256
goats,0.31610703
nymphomaniac,0.3159939
priest,0.3154725
toilette,0.31503734
demon,0.31498525
sax,0.31478447
glowworm,0.3145765
duet,0.31451833
entertainer,0.31429905
thingamabob,0.31429753
girl,0.314225
tinsmith,0.31421646
confidant,0.31399745
negro,0.31377843
hermit,0.31335625
clockmaker,0.31318185
mentor,0.31315917
blowfish,0.31311324
fries,0.3127769
hippo,0.31255046
hobo,0.31235206
drummer,0.31218347
mane,0.31205505
gravedigger,0.31190717
jester,0.31190324
dream,0.31178096
dreamcatcher,0.31171453
sleuth,0.31143007
jazzman,0.31141216
poodle,0.31140232
reed,0.311072
babies,0.31065965
loincloth,0.31041044
fruitcake,0.31033227
vagabond,0.31001055
tuxedo,0.3093412
brooder,0.30907604
craftsman,0.30891407
child,0.30878952
bedchamber,0.30876172
bunghole,0.30860558
labrador,0.30835202
projectionist,0.30828297
loudmouth,0.30819437
accomplice,0.30817834
quiche,0.3079193
catholic,0.30751783
dame,0.3074195
bungler,0.3073249
countryman,0.30729598
singer,0.30726144
manicurist,0.3072285
gunsmith,0.30720082
mexico,0.3065656
bedspring,0.30633262
punisher,0.30615878
fumigator,0.30605608
governess,0.30599132
guppy,0.30592927
snot,0.30545655
gnome,0.3053187
chickadee,0.30516684
acorn,0.30509153
statesman,0.30452597
sentry,0.304468
walmart,0.30434543
laborer,0.30366832
comedian,0.30360454
lion,0.3030749
shepherd,0.30260378
sinner,0.30252895
saltine,0.30191737
snooper,0.30175927
crabber,0.30152702
baguette,0.30144042
advil,0.30085197
cabbie,0.30053118
warlock,0.30029377
waitress,0.3002838
jokester,0.30022642
epitaph,0.30020595
roughhouse,0.29989955
percussionist,0.2998199
proctologist,0.2996633
deceased,0.29963577
housewife,0.29932177
shedder,0.2992503
backyard,0.29924503
exorcist,0.2991719
oxcart,0.2987785
saxophonist,0.29780954
nerd,0.29776713
mole,0.29745123
sharkskin,0.29736373
sleepwalker,0.29716802
liger,0.29713452
filet,0.2967297
cologne,0.29617038
matchmaker,0.29606387
okra,0.2959762
psychiatrist,0.29595196
broccoli,0.29583415
dachshund,0.2955213
pitchfork,0.29544458
devourer,0.2953396
showstopper,0.29487568
haunch,0.29437774
lawyer,0.29434007
trombone,0.29419947
pilaf,0.29370975
fatness,0.293638
hacienda,0.2934317
tutu,0.2930927
psychopath,0.2930882
kettledrum,0.2930654
marmot,0.2925315
meatloaf,0.2924889
earring,0.2924036
bushman,0.29226977
pooch,0.29225555
indian,0.29221988
throne,0.29193497
housemate,0.2918989
cub,0.2917571
super,0.2917086
giblet,0.29159486
churro,0.29111916
stewardess,0.2909476
servant,0.29092187
fox,0.2906589
hippopotamus,0.29063302
triceratops,0.29055774
knocker,0.29051638
pharaoh,0.29041147
farmer,0.29040465
sesame,0.2903979
magician,0.29026836
bosom,0.29025674
nice,0.290114
electrician,0.29010153
english,0.2900555
tv,0.2899403
cheeseburger,0.28982535
amaretto,0.28976548
pastor,0.289639
mogul,0.2895172
scribe,0.2894512
goatee,0.28929153
