Words,Similarity
sax,1.0
saxophone,0.8530627
saxophonist,0.7902625
trombone,0.76985794
percussionist,0.72637385
piano,0.720988
drummer,0.68287486
keyboardist,0.68247586
pianist,0.67304194
flute,0.6726792
bandleader,0.6520096
violin,0.6445247
jazzman,0.6303349
vocalist,0.6282104
harpsichord,0.6221834
oboe,0.6191535
bass,0.6083607
ukulele,0.6076913
violinist,0.59946483
synthesizer,0.586512
soloist,0.5561934
organist,0.54372346
handclap,0.5256533
chanter,0.51830506
orchestra,0.5097507
duet,0.50782335
band,0.4991803
bagpipes,0.49806935
quintet,0.49511668
reed,0.49431083
soprano,0.4930445
sonata,0.47907397
keyboard,0.47851312
turntable,0.4784386
kettledrum,0.47650933
songbook,0.47183618
composer,0.47167853
drum,0.46807945
lyre,0.4643813
quartet,0.45727932
hornpipe,0.45151177
kazoo,0.45104426
instrument,0.42104676
jukebox,0.4161692
classical,0.41104907
vamp,0.40566036
bandmaster,0.40511152
bugler,0.39764354
album,0.3935091
jellyroll,0.3892983
folk,0.38703448
dance,0.3769325
conductor,0.3743879
paddleball,0.37336603
drumstick,0.37052202
rap,0.36907426
woodblock,0.36804605
concert,0.36559153
dancer,0.36494645
goatskin,0.36494243
dick,0.3638382
emcee,0.3609718
grandmamma,0.36017367
narrator,0.3599645
whittler,0.35691532
poet,0.35568532
bedspring,0.3516393
artist,0.35133052
honker,0.35080224
whorehouse,0.3469322
singer,0.3454919
choreographer,0.3435312
straightedge,0.34345013
racquetball,0.34227863
painter,0.34124923
watercolor,0.34108236
stethoscope,0.33979648
magician,0.339624
barbershop,0.3393256
welder,0.3366112
jester,0.33603153
gourd,0.3350828
jackknife,0.33484602
craftsman,0.33476508
speechmaker,0.33204758
boysenberry,0.33092254
whistle,0.33078635
jazzercise,0.32959107
sushi,0.3291621
shit,0.3264506
taffy,0.32387227
dramatist,0.32293072
paintbrush,0.3213446
hombre,0.31921014
swinger,0.3176405
ragamuffin,0.31717703
tinsmith,0.3164927
blower,0.31521943
gameboy,0.31510627
switchblade,0.31500617
sandblaster,0.3140905
typewriter,0.31391907
nursemaid,0.31382063
sorbet,0.3135567
diaphragm,0.3123968
okra,0.31194404
rockstar,0.31152102
eardrum,0.3114095
cinematographer,0.3104935
banshee,0.3104335
brass,0.30994976
geode,0.308789
bellman,0.3082605
aerialist,0.30764082
tuxedo,0.30727896
sesame,0.30700794
banger,0.3060783
jackhammer,0.30572978
palette,0.30481085
tux,0.3032766
blackjack,0.30312422
entertainer,0.3024702
sandlot,0.30061594
masher,0.30045974
jokester,0.2998469
shakira,0.29962873
thunder,0.2987143
poem,0.29783934
satin,0.29748362
womanizer,0.29739016
spareribs,0.29691365
mechanic,0.2967987
snakeskin,0.29663068
laughter,0.29636234
papa,0.29634288
cowpoke,0.29630083
chef,0.2961218
comedian,0.29549325
linoleum,0.2952193
pastrami,0.29470918
brisket,0.29438677
headphone,0.29345173
bartender,0.29319575
spoons,0.29260382
meatloaf,0.2909386
manicotti,0.2900006
mama,0.2896456
clockmaker,0.28956246
gingersnap,0.2891675
chainsaw,0.28883633
electrochemist,0.2887423
potter,0.28866836
metal,0.288377
karate,0.2882856
joker,0.28781173
katana,0.28746545
gangster,0.28678116
ballplayer,0.28668088
gunsmith,0.28622663
bro,0.28585777
foreplay,0.28576162
catcher,0.28524387
gingerroot,0.28484437
tassel,0.28408632
houseboy,0.28406024
uncle,0.2838442
eggplant,0.28358647
hoodlum,0.28344607
nymphomaniac,0.28340137
tetherball,0.2833918
abdomen,0.28274012
godchild,0.28222454
bragger,0.28187692
pastry,0.28102717
enterpriser,0.2803615
guy,0.28035468
audiotape,0.2803444
sculptress,0.2803229
chowder,0.28031376
doorknob,0.27998742
toke,0.27977708
kabob,0.27976924
eyeliner,0.27955505
electromagnetism,0.27947882
homebody,0.27930954
skateboarding,0.27903023
gavel,0.27884737
noisemaker,0.27833444
mainsheet,0.2777829
craps,0.27761966
jailbait,0.2775977
rook,0.27754223
crafter,0.2774719
dreamcatcher,0.27723777
snowboard,0.2770719
paprika,0.27668685
temptress,0.2764535
poets,0.2762849
statesman,0.27592653
lightswitch,0.27587375
sportscaster,0.2755001
racket,0.27491328
patio,0.27473086
confidant,0.27472952
grandmom,0.2742833
