Words,Similarity
child,1.0
preschooler,0.6695355
mother,0.6478188
parents,0.6470164
babysitter,0.6301376
boy,0.6248023
girl,0.62150663
daughter,0.60753715
kids,0.57448137
son,0.5576768
firstborn,0.51971203
teenager,0.5144765
grandmother,0.5139428
adult,0.5094094
pediatrician,0.50918233
granddaughter,0.48707038
aunt,0.47133398
goddaughter,0.46129608
tyke,0.46124715
midwife,0.45040163
guardian,0.44891495
highchair,0.44387543
sitter,0.43373686
grandma,0.43122223
orphan,0.43118775
piglet,0.43053904
grandson,0.42946023
bassinet,0.42931706
school,0.424794
giver,0.4227391
binky,0.42070168
momma,0.40874562
patient,0.40703756
wife,0.4057929
elementary,0.40388986
schoolgirl,0.39590806
bride,0.39382085
elder,0.39311936
youth,0.3911041
animal,0.39089626
grandmom,0.38612896
stepsister,0.38574806
cat,0.38175276
prostitute,0.38116908
panda,0.38051426
doctor,0.38027963
therapist,0.37965986
lodger,0.3790771
doll,0.37618256
learner,0.374821
zookeeper,0.37417966
potty,0.3718851
inmate,0.3717215
mummy,0.3706971
man,0.37008643
giraffe,0.36942446
uterus,0.3691654
prisoner,0.3666576
uncle,0.36572632
neighbor,0.36501428
migrant,0.3638932
education,0.36181855
defendant,0.35923576
pillow,0.35583755
houseplant,0.35380602
playpen,0.35378724
dishtowel,0.35340175
sweetie,0.35300165
arrestee,0.35192534
housekeeper,0.35162997
laundrywoman,0.3509425
gender,0.34957686
schoolwork,0.3485185
lioness,0.3454023
lady,0.34478652
penguin,0.34320754
schoolbag,0.3431758
dolphin,0.3425956
immigrant,0.34012276
owl,0.33739382
turtle,0.33657876
church,0.33574566
dogs,0.33488706
rhino,0.33481285
women,0.3335383
mutt,0.3331788
ladybug,0.3326101
peacekeeper,0.3319548
bicycle,0.3318533
gibbon,0.33166793
bird,0.3311668
nursemaid,0.32600713
caterpillar,0.32123524
respondent,0.3211013
hospice,0.32028338
crayon,0.31899458
bed,0.3189275
sleeping,0.31819424
hospital,0.318034
snowsuit,0.31778684
mattress,0.3167395
foreigner,0.31576025
body,0.31493482
critter,0.31238547
bedpan,0.31196275
flower,0.31151298
car,0.31010363
dresser,0.30847162
donkey,0.30815938
living,0.3079045
horse,0.3077412
them,0.3073987
waitress,0.30734965
pedicurist,0.30718628
actor,0.30651468
stowaway,0.3063731
shoelace,0.30567497
pinwheel,0.30511898
calf,0.30410394
gorilla,0.30315006
bedspring,0.3028566
cervix,0.3025466
depositor,0.3023062
brat,0.30126354
renter,0.30120417
poodle,0.30085173
birthmark,0.3005198
case,0.30016187
cavewoman,0.2970038
alcoholic,0.29691678
papa,0.29689047
malamute,0.2964402
hickey,0.29614338
landlord,0.2951457
homelessness,0.29479742
tigers,0.29472387
neighborhood,0.29470542
requester,0.29391363
lizard,0.29374304
violin,0.29343793
milkmaid,0.29328918
cheetah,0.29327232
fireman,0.2929162
anteater,0.29288512
pimp,0.2927651
laptop,0.29240072
blanket,0.2919544
jailer,0.29131764
sleep,0.2897003
sparrow,0.28953415
