Words,Similarity
cement,1.0
concrete,0.59608126
limestone,0.53763175
rubber,0.4749636
granite,0.47485626
polyethylene,0.46018463
plywood,0.45677444
lime,0.43759787
plaster,0.4258376
drywall,0.41204005
methanol,0.39802182
tinplate,0.3935876
polyester,0.39125717
catapult,0.38610345
plastics,0.38223445
joist,0.3804348
oil,0.3786024
terracotta,0.3766625
rock,0.37583777
compacter,0.37075534
excavation,0.36859664
tin,0.36677852
quarry,0.36614692
bamboo,0.35857907
glue,0.35714856
ammonia,0.35447598
pvc,0.35443032
thickener,0.34758398
excavator,0.34607342
mulch,0.34573665
ammonium,0.34506714
newsprint,0.34375176
cork,0.3419436
uranium,0.34158385
kerosene,0.34101236
linoleum,0.34021163
charcoal,0.3397599
rice,0.33816674
latex,0.33695877
laborer,0.33670086
detergent,0.3353965
ore,0.3343781
cedar,0.33347714
fuel,0.3316817
varnish,0.32850525
brickwork,0.3269026
crane,0.32533258
garment,0.32485297
sandpaper,0.32478568
welder,0.32450628
carpet,0.3240759
confectionery,0.32353672
cocaine,0.32006785
bedspring,0.31944874
sweetener,0.31940418
goods,0.3180759
heavy,0.3154596
pillar,0.3149407
acetylene,0.31403497
pottery,0.31377792
roller,0.31323647
tobacco,0.31310236
borax,0.31135502
nitrogen,0.31057996
chlorine,0.31038833
hooch,0.3101405
railroad,0.30827904
coffee,0.30820903
container,0.30788863
bleach,0.30769432
gelatin,0.30752948
heroin,0.3065893
tipper,0.3048714
undercoating,0.3045757
gin,0.30314893
dike,0.30311817
shoe,0.30234784
straw,0.30226716
sandalwood,0.3015749
cobalt,0.30049172
pump,0.298599
fireproofing,0.2972307
grain,0.29698175
rig,0.29631418
shakers,0.2959166
cotton,0.29580253
tarp,0.2955699
auto,0.2944977
vegetable,0.29343602
oxcart,0.2925926
rocks,0.29244047
road,0.29224062
pebble,0.2913242
narcotic,0.29105622
beer,0.29102072
distillery,0.29038525
milk,0.2900995
jelly,0.28854573
shantytown,0.28848127
poultry,0.28847632
whiskey,0.28646123
shipyard,0.28638667
fixer,0.28578353
toiletry,0.2857373
cushion,0.28527677
silo,0.285174
sugarcane,0.28359863
sawmill,0.28291455
rubble,0.2824079
scrubber,0.2823733
carving,0.28223085
hydroxide,0.28208104
beams,0.28137228
water,0.28128117
ganja,0.28110468
tubing,0.2803648
