Words,Similarity
meatloaf,1.0
coleslaw,0.7009994
fries,0.63448834
pastrami,0.6302531
cheeseburger,0.63010424
tortellini,0.6268448
sandwich,0.62114525
spareribs,0.62002355
gravy,0.6172325
pepperoni,0.6131367
filet,0.6125758
chowder,0.61257505
tofu,0.6068294
nachos,0.6044735
sauerkraut,0.6029134
hamburger,0.6022178
broccoli,0.5692487
sauce,0.56852853
porkchops,0.5623871
strudel,0.5609861
pilaf,0.5591376
sushi,0.557681
gumbo,0.5544318
guacamole,0.5536514
pastry,0.53484243
avacado,0.52861446
cauliflower,0.5277928
jellyroll,0.5263478
parsnip,0.52609026
giblet,0.5214887
marinade,0.51819247
crepe,0.51594347
deli,0.5119563
giblets,0.5055515
curry,0.5010075
vegetarian,0.49877295
crust,0.48885998
griddle,0.48705542
lamb,0.48168525
gimlet,0.4812304
artichoke,0.4787715
oven,0.47731158
skillet,0.47605014
sugarplum,0.47482035
wienie,0.47461507
grandma,0.471836
margarita,0.4706768
buffet,0.46849433
lobster,0.46102762
dinner,0.4609935
tupperware,0.45937672
amaretto,0.45835155
hotdog,0.4582712
dishcloth,0.45726785
mutton,0.45417318
butter,0.4536367
rye,0.45100746
churro,0.4477458
dishtowel,0.44744843
margarine,0.44616455
mojito,0.44492292
grandmom,0.4447525
quinoa,0.44471166
pretzel,0.44159174
slicer,0.43941268
scampi,0.4387016
pantry,0.4377884
cumin,0.4370023
gingerroot,0.43651178
thyme,0.4360337
jelly,0.43562627
carrots,0.43365136
cookie,0.43255404
tripe,0.43060336
chef,0.42881566
garlic,0.42870444
sesame,0.4269489
snack,0.42689115
pecan,0.4262127
toast,0.422817
fridge,0.4222987
spoon,0.42079046
sherbet,0.42065978
sangria,0.4205303
oilcloth,0.4179341
waitress,0.41719553
icebox,0.4130179
refridgerator,0.41016296
refrigerator,0.4085248
linoleum,0.40728813
collard,0.40665373
toaster,0.40579012
stove,0.40412697
turnip,0.40353703
eggnog,0.4033523
cornhusk,0.40304658
taffy,0.40235817
mustard,0.4012313
ladle,0.39656138
truffle,0.39430624
waiter,0.39349046
sweetie,0.39337337
lunch,0.39287755
vegetable,0.39159554
brat,0.3896848
grandmother,0.38941166
housedress,0.38527158
napkin,0.38478324
momma,0.382879
peeler,0.3820543
apricot,0.3820224
chardonnay,0.38195178
longneck,0.3793315
catfish,0.3787648
blender,0.3778836
kitchenware,0.37786704
flavor,0.3763522
eggs,0.3756444
crab,0.37513316
groceries,0.3739782
melon,0.37275308
anchovy,0.37268367
egg,0.36951086
shank,0.36931604
gelatin,0.36904645
dollop,0.36895508
muskrat,0.36876082
mussels,0.36719224
maraschino,0.36691865
gumdrop,0.3653518
broiler,0.36488238
hunks,0.36450225
stuffing,0.36330992
crayfish,0.36261836
highchair,0.36107337
cranberry,0.36080727
bran,0.36023045
cavewoman,0.35832492
saucepan,0.35797697
grater,0.35775706
stewpot,0.3574614
eggbeater,0.35486752
toothpick,0.35081956
cheapskate,0.3502202
bourbon,0.34913716
wigwam,0.34884083
strawberry,0.3478957
masher,0.34733155
goose,0.34608072
homebody,0.34472954
salmon,0.3429081
apron,0.34270036
slipcover,0.34215242
dishwasher,0.34128162
tub,0.33998305
woodpile,0.3392851
kitchenette,0.3387342
slice,0.3383579
rice,0.33644283
carafe,0.3359063
boysenberry,0.33543715
breadbox,0.33516338
mailman,0.33418187
licorice,0.33331475
insides,0.3332619
rattlesnake,0.33239746
steamer,0.3318856
milkmaid,0.33114168
pillow,0.3291881
quilter,0.32903028
tutu,0.3277453
turtleneck,0.32506776
tableware,0.32481357
tepee,0.3240786
muslin,0.32285604
binky,0.32260257
aunt,0.32149133
mullet,0.3208816
fireplace,0.32056865
porch,0.32046995
caterer,0.31846133
nutcracker,0.3178932
recliner,0.3164378
pleat,0.31528637
gourd,0.31486627
whittler,0.31473625
copperhead,0.31459334
spearmint,0.31436235
stuff,0.31380996
pedicurist,0.3136755
bitch,0.3133349
houseplant,0.3132605
dick,0.31305397
mulch,0.31210434
chopstick,0.3118797
shedder,0.31136158
vanilla,0.31119958
babysitter,0.310863
toliet,0.3106555
mother,0.30956447
junkman,0.30775565
carpetbag,0.3077129
doorstop,0.30743182
dipper,0.3071483
cedar,0.30685666
bedpan,0.30537486
batwing,0.30508637
fork,0.30422342
workingman,0.30408773
cannibal,0.3037081
flannel,0.30257297
pigpen,0.3015733
dandelion,0.30046716
flake,0.30033863
pinwheel,0.30027995
takeaway,0.3002347
