Words,Similarity
computer,1.0
laptop,0.7014861
photocopier,0.49965698
machine,0.4915357
notebook,0.4802143
microprocessor,0.4763978
internet,0.47295883
electronic,0.46412918
lab,0.44540295
gameboy,0.44080192
digital,0.43709046
fingerprint,0.43276963
phone,0.43085033
geek,0.42434278
synthesizer,0.4229385
diskette,0.41846392
robot,0.4175089
appliance,0.41608143
worm,0.41509137
coding,0.41351616
codebook,0.4133354
scanner,0.40382403
library,0.39897943
abacus,0.39376983
snooper,0.39169395
simulation,0.3878416
oscilloscope,0.38604057
corkboard,0.3859558
macbook,0.3758992
dialer,0.3748415
multiprocessor,0.3744901
schoolwork,0.37210152
camcorder,0.36850986
pencil,0.36654913
satellite,0.36540934
circuitry,0.3647674
controller,0.36410218
stylus,0.36290947
workbench,0.36230096
tablet,0.36199772
eavesdropper,0.35737076
thermostat,0.3563651
dishwasher,0.3547162
blackboard,0.35440484
photoshop,0.3540142
eraser,0.35359433
cookie,0.35357276
airplane,0.35181105
copy,0.3510615
web,0.34995264
gamer,0.34984365
spy,0.34917504
handset,0.3488305
refridgerator,0.3463467
scan,0.34603527
engineer,0.34536102
treadmill,0.3452109
glucometer,0.34446734
refrigerator,0.3443317
homebrew,0.34309667
stopwatch,0.3430777
toaster,0.34249568
preschooler,0.34211856
hardcopy,0.34186885
kiosk,0.34150076
auto,0.3412423
tv,0.33775428
storage,0.33501104
sleuth,0.3309041
turntable,0.33029807
car,0.33013535
plasma,0.3298343
transmitter,0.32929152
wheelchair,0.32894477
wizard,0.3269668
wallpaper,0.32582003
wires,0.32574716
theater,0.32538667
beeper,0.32330096
instrument,0.32208532
transcriber,0.3216479
prosthetics,0.32116348
cashbook,0.3209195
dorm,0.32065862
bicycle,0.3185236
tape,0.31805533
chat,0.31802288
stationery,0.31776583
programming,0.3162099
recliner,0.31603992
diagram,0.3140778
scientist,0.313773
dresser,0.3127704
transistor,0.31238416
screener,0.3122306
receptionist,0.31178993
passport,0.31153315
elementary,0.31082356
mahjong,0.3107532
neuroscientist,0.30956137
scripts,0.30951053
stapler,0.3088978
fridge,0.30887187
crayon,0.3085251
sterilizer,0.3080208
adult,0.3071086
cipher,0.30669016
headphone,0.30650935
knitting,0.30571243
thumbnail,0.3056484
chainsaw,0.30563796
babysitter,0.30547443
edit,0.3051626
junk,0.3046737
dryer,0.3040309
electrochemist,0.30164775
child,0.3012079
keys,0.30050132
snack,0.3004957
cashbox,0.30038258
cartographer,0.30030063
coffee,0.30018407
compacter,0.29852876
skills,0.2970326
learner,0.29666865
cockpit,0.2966581
ballpoint,0.29645815
unicycle,0.2960833
node,0.29605135
university,0.29596475
alien,0.29503432
excavator,0.29385734
movie,0.29366776
aviation,0.29344952
observatory,0.29313922
therapist,0.29312432
gyroscope,0.29309833
phrasebook,0.293054
thumbtack,0.29288113
quiz,0.29281676
language,0.2925879
artwork,0.29249
soda,0.29229817
mousetrap,0.2922692
dragonfly,0.29134235
tractor,0.29133213
scoreboard,0.29107773
document,0.2909675
scooter,0.29064456
dishcloth,0.29044804
pharmacy,0.29041442
warehouse,0.28962684
toilet,0.28943256
shoelace,0.28906903
hydroponics,0.28894293
garage,0.28884777
violin,0.28745347
inventor,0.28713536
dummy,0.2870088
propeller,0.28642073
diploma,0.2862655
paintball,0.28622198
mailbox,0.2859785
pipette,0.28594005
doorframe,0.28574198
schoolbag,0.2855806
tool,0.28541583
write,0.28489298
respirator,0.28332636
breadbox,0.28306705
belongings,0.28294426
spacesuit,0.28287804
motorbike,0.28276113
buttons,0.2827372
auditorium,0.2818243
forger,0.28166652
parts,0.28157112
ninja,0.28125623
plane,0.28108683
handbag,0.2810486
linoleum,0.2804142
sonar,0.28004444
ferret,0.27953205
boot,0.27906868
grandma,0.27902272
apparatus,0.2787922
tissue,0.27838925
firearms,0.27829275
illustrator,0.27803186
streetlamp,0.27765703
mirror,0.27754423
gorilla,0.27680498
renter,0.2766548
client,0.27665317
gumshoe,0.2765127
compasses,0.27630275
dungeon,0.27591977
money,0.2757796
glasses,0.27561337
apartment,0.27515075
fireplace,0.27506393
graphologist,0.27463752
parents,0.27454343
kazoo,0.27451274
clearinghouse,0.27429065
cinema,0.27407375
harpsichord,0.27338868
pediatrician,0.27325156
drywall,0.2731618
prosthesis,0.27300584
potty,0.27278754
scrapbook,0.27266106
simpsons,0.27222598
fingertip,0.27212012
kids,0.2720455
cerebrum,0.27196828
kneepad,0.27170706
detonator,0.27159458
window,0.2715755
kitchenware,0.2715469
bifocals,0.2712428
drive,0.27096137
antiques,0.2707631
insides,0.2698975
stripper,0.26983267
doorstop,0.26965323
school,0.26957884
manuscript,0.26937363
weather,0.26931998
spacecraft,0.26891872
toliet,0.268626
hailstone,0.26827905
department,0.2681895
education,0.26774812
microprobe,0.2668778
writings,0.26662397
turbine,0.266205
evildoer,0.26607916
freon,0.26560196
wheel,0.2655737
blender,0.26554456
cat,0.26537427
blower,0.2649252
institute,0.26456827
penguin,0.26420555
stuff,0.26418442
receiver,0.26399177
origami,0.26382753
mattress,0.26379743
napkin,0.26377675
transmission,0.26365668
pornographer,0.2635451
oilcloth,0.26335195
kitchenette,0.26239857
highlighter,0.26234752
scissors,0.2623179
doll,0.26219422
welder,0.26212507
bedpan,0.26164013
craft,0.261369
crawler,0.26132485
beginner,0.26128235
charger,0.261163
plastics,0.26113304
clothing,0.26105675
amplifier,0.26067102
anklet,0.26060823
prints,0.26030698
wiper,0.26030168
daybook,0.26010767
flute,0.25993353
comb,0.2598273
